gen,best,mean,std
0,39.601837298482245,2.3389580419923015,13.702883271908616
1,57.19185751001956,2.8187907793206213,17.75125877062666
2,30.20394224923463,0.11199844310110377,10.359079816383803
3,57.19788162462294,2.86899846584937,16.499220499495188
4,57.19788162462294,3.8026629996167784,17.43368031116037
5,57.19185751001956,1.9186918014817889,16.663337817697958
6,57.19788162462294,0.9977696324361294,14.762961593539167
7,39.601837298482245,1.8910984402096074,14.330677635285463
8,57.19185751001956,0.5561264103926895,14.818484772061419
9,57.19788162462294,1.0338340466345808,14.751439281584744
10,39.601837298482245,0.5711437675788089,12.526461114907924
11,48.711732969305466,1.4984900838174287,14.203426092454126
12,30.20394224923463,2.4098936882077853,12.754673175095293
13,57.19788162462294,2.3909259878770204,16.11405013860829
14,30.20394224923463,0.050635144711061605,10.472547480801888
15,57.19185751001956,2.833985784732549,18.180372293509777
16,57.19185751001956,3.2231186226283963,18.542662355573576
17,39.601837298482245,2.0712764718636625,13.878286657647013
18,30.20394224923463,3.183395628952536,12.223239054839357
19,57.570654371045556,17.632469934946197,25.662855886771904
20,75.37959913428286,25.047922952388294,28.728932577381265
21,75.37959913428286,33.94457721232178,26.96402140324036
22,75.34400818918014,35.851527158442664,28.782594398837958
23,89.27010128507693,52.074409687271,24.537004880678793
24,89.08200618758325,48.08848533574938,26.86161270090614
25,91.76889138314542,59.80286667980738,32.801311829398976
26,90.32482618476618,59.49367551359701,20.69595631668765
27,91.69405452609942,64.13541655880103,31.165709687759517
28,90.94375419465169,59.3970344937274,30.084215609306163
29,90.21639337829167,53.45735526030703,32.80257071085888
30,90.94375419465169,60.934767532525186,19.53434223767942
31,92.71859563501553,62.60984703802818,27.436726691737046
32,91.85873645484158,62.18337704996077,35.49361538572467
33,91.83547959267732,60.03585822027903,29.157960309987555
34,92.71859563501553,55.75459314785204,39.93085013609281
35,91.85873645484158,50.189805886593106,34.31017393257016
36,91.93357331188756,70.22259027241367,21.649506094068457
37,91.85873645484158,77.77820214000948,13.33418956634805
38,92.71859563501553,46.225688553361884,37.126617426439175
39,92.53357331188757,68.33331475892608,21.61740301996298
40,92.71859563501553,59.993076477836404,29.487670182497055
41,92.71859563501553,71.9544546499541,27.231821577317746
42,92.24317193830046,67.45750130183725,31.133239176526267
43,93.34041448585583,82.87257695835723,16.193064940788457
44,93.54250462797222,60.566402345341544,38.51106099325685
