,Generation,Avg_Maximum_Fitness,Avg_Mean_Fitness,Avg_Maximum_Std,Avg_Mean_Std
0,0.0,-4.812018213608445,-5.596087356679481,0.21632717745747246,0.08032861579790657
1,1.0,-4.826732553894661,-5.637588585752475,0.34808681572507416,0.10644321896225846
2,2.0,-4.626914412946528,-5.625639609586786,0.2828770113609183,0.09086006707137008
3,3.0,-4.738785713358776,-5.6028343328020656,0.2775375197596425,0.0985928427051584
4,4.0,-4.731916799521582,-5.615583225821098,0.2209521030154604,0.09158728410922067
5,5.0,-4.7577103404230545,-5.636850844151562,0.24369043636745708,0.10907354110522377
6,6.0,-4.79785060567305,-5.624610971503804,0.24879693008556497,0.09498975039517536
7,7.0,-4.783527025382739,-5.637251517037899,0.3232295567603884,0.10887108942006882
8,8.0,-4.798431995090263,-5.637332893980006,0.2752194302092887,0.09473464794162521
9,9.0,-4.762055587956551,-5.638887338525935,0.31502021749063625,0.10876073156888091
10,10.0,-4.799336261058106,-5.623705418460604,0.27113251300430413,0.10770058310294821
11,11.0,-4.781503931930797,-5.624157502543012,0.31581479299272414,0.10043014297686534
12,12.0,-4.80303224832916,-5.628062037398669,0.28718899693567834,0.10029330986899194
13,13.0,-4.732986255137265,-5.626944190617381,0.31392323717955845,0.07810232858765145
14,14.0,-4.778730238918487,-5.635746850546818,0.26873296851143347,0.09365339097686484
15,15.0,-4.773010826078067,-5.622965908239786,0.32072503498211946,0.09970121162248662
16,16.0,-4.894190525510306,-5.638240613700608,0.29419397306401557,0.10433862906767297
17,17.0,-4.7691251019796415,-5.597841488444958,0.22974475749995912,0.08786341187168908
18,18.0,-4.741044741193668,-5.5554466787022605,0.21569925281172184,0.12720501495696301
19,19.0,-4.757270069286067,-5.49984180261942,0.349532750221776,0.1326027597198371
20,20.0,-4.617920739506707,-5.425827337553878,0.37518474908856314,0.12677406247577672
21,21.0,-4.611167167053557,-5.342947140551059,0.24796153229614973,0.2579104458204518
22,22.0,-4.487666370284483,-5.291001450451843,0.3050833744752915,0.22784949486558323
23,23.0,-4.452595098539829,-5.278704643177541,0.2887887961896822,0.23914951076743665
24,24.0,-4.382241470395971,-5.262999228835433,0.24740480197632986,0.19507762576797208
25,25.0,-4.415924653466827,-5.244893105654621,0.2553920889271145,0.2868655358288568
26,26.0,-4.450214139294511,-5.334768720351898,0.2366375396174742,0.2377759160754185
27,27.0,-4.361284553666452,-5.271470545249616,0.2824136790835803,0.23339957659210184
28,28.0,-4.333650931470872,-5.173019222684031,0.2547899108501642,0.23141855494445382
29,29.0,-4.369335964831067,-5.183689802765864,0.38201929242905497,0.2786723732225314
30,30.0,-4.331201837812481,-5.143539199403661,0.270622694821881,0.238726540399914
31,31.0,-4.411530516192751,-5.100670231171867,0.27086157449816156,0.25441995826767627
32,32.0,-4.367035447698865,-5.149274863857208,0.25797213216487364,0.18226216855961916
33,33.0,-4.344377376200098,-5.097929970243444,0.30122698502403095,0.2677088346353126
34,34.0,-4.406172763353429,-5.09005318293639,0.3311920303950344,0.2320654311122229
35,35.0,-4.393775513751699,-5.096115356658593,0.25754303247882315,0.27284204431721726
36,36.0,-4.375159530892452,-4.98726597163038,0.2426501321298349,0.15770048075611012
37,37.0,-4.335162817550062,-5.168900180507831,0.20112696277367775,0.21657549537578374
38,38.0,-4.352778439876333,-4.992271583672265,0.20681675723519635,0.30189784662629093
39,39.0,-4.3135438925522696,-4.969946943457542,0.1910721053018049,0.231808777668784
40,40.0,-4.376605086988169,-4.97905322106059,0.18237990812150265,0.24372066068914566
41,41.0,-4.37254860298719,-5.026140265366166,0.1891912590075058,0.26270878389550734
42,42.0,-4.307307210952807,-5.094142964163348,0.1640257943759889,0.191142317870737
43,43.0,-4.333804666003774,-5.113745937917962,0.16265021208510014,0.2473195773589203
44,44.0,-4.285193793333429,-5.036298952150169,0.15653686855570753,0.2174205572467017
