,Generation,Avg_Maximum_Fitness,Avg_Mean_Fitness,Avg_Maximum_Std,Avg_Mean_Std
0,0.0,-2.739914949738882,-4.589890251501772,0.044700196850422015,0.20300729810074286
1,1.0,-2.7209382223297243,-4.671892392510093,0.027187631857498493,0.25583643826467445
2,2.0,-2.7144974922159673,-4.721491691627834,0.020411188076481502,0.2168585970535866
3,3.0,-2.7209382223297243,-4.744156588691222,0.027222220138982817,0.22899386661650287
4,4.0,-2.7209447833297244,-4.674412373705229,0.027201468051944643,0.18556180495128555
5,5.0,-2.714477809215967,-4.649192318518137,0.020395064010493284,0.2622382170776505
6,6.0,-2.7209251003297243,-4.669208696291884,0.027211851786144374,0.20932033946291823
7,7.0,-2.7209251003297243,-4.611439103531788,0.027194556550767707,0.22780514100105642
8,8.0,-2.7209316613297245,-4.692681292890037,0.02720839273962655,0.20231472038662932
9,9.0,-2.714477809215967,-4.714379200380529,0.0203950640104933,0.25116663671706657
10,10.0,-2.7209382223297243,-4.690839923853377,0.027222220138982817,0.2087307536246363
11,11.0,-2.714490931215967,-4.719627040928999,0.020390440383350254,0.252724898963015
12,12.0,-2.7209382223297243,-4.711367000722825,0.027187631857498496,0.2661837925929112
13,13.0,-2.7209382223297243,-4.700441684242824,0.02722222013898276,0.19880715082873926
14,14.0,-2.7209382223297243,-4.690035580484354,0.02722222013898279,0.2334263647965517
15,15.0,-2.7209382223297243,-4.694690921718919,0.02722222013898281,0.2252012072005456
16,16.0,-2.714490931215967,-4.596463339713018,0.020390440383350254,0.2696708319580045
17,17.0,-2.7209251003297243,-4.623344583678569,0.02719455655076767,0.3596952157027459
18,18.0,-2.714490931215967,-4.2869066951556345,0.020390440383350254,0.31790679236933894
19,19.0,-2.70803707910221,-4.1145277995510945,2.7663604971175368e-05,0.4387437662354596
20,20.0,-2.7080108351022103,-3.931559592542521,3.388085831265853e-05,0.40520024620829614
21,21.0,-2.70801739610221,-3.8681936139842277,3.457950621399644e-05,0.3619436743061143
22,22.0,-2.70803707910221,-3.5138404900746805,2.7663604971168402e-05,0.3996275307791739
23,23.0,-2.70802395710221,-3.4547538472656436,3.388085831263464e-05,0.24531550575286953
24,24.0,-2.70801739610221,-3.1239462646764893,3.457950621396718e-05,0.334235460635106
25,25.0,-2.70802395710221,-3.5632862443051927,3.3880858312648515e-05,0.2866532389124459
26,26.0,-2.70799771310221,-3.042308057733491,2.7663604971183032e-05,0.2275954427950808
27,27.0,-2.70800427410221,-3.1399220746546272,3.169264094393224e-05,0.17381315923601948
28,28.0,-2.7080108351022103,-3.2523265178767757,3.388085831268835e-05,0.391148735963312
29,29.0,-2.70803051810221,-3.2655629128050365,3.169264094394799e-05,0.17817084285788676
30,30.0,-2.70799771310221,-3.1480679102506652,2.7663604971179132e-05,0.2589978184229702
31,31.0,-2.70801739610221,-3.1941056204912748,3.4579506213984734e-05,0.3463901740256677
32,32.0,-2.7080108351022103,-3.255749030077625,3.388085831266446e-05,0.2665435011894883
33,33.0,-2.7080108351022103,-3.1732960245156425,3.388085831263464e-05,0.3462892472012206
34,34.0,-2.70803051810221,-3.1384425863388885,3.16926409438852e-05,0.22762047254830772
35,35.0,-2.70800427410221,-3.018585006046536,3.169264094393628e-05,0.29950273214620043
36,36.0,-2.70802395710221,-3.2136046639472853,3.3880858312664236e-05,0.34307668905089544
37,37.0,-2.70801739610221,-3.1501036500574493,3.457950621400418e-05,0.5460917543757772
38,38.0,-2.70800427410221,-2.957643823620972,3.169264094395779e-05,0.20426402980368674
39,39.0,-2.70802395710221,-2.979216757536234,3.388085831263936e-05,0.18975023527005852
40,40.0,-2.70801739610221,-3.181404417079003,3.4579506213973255e-05,0.35476077774874115
41,41.0,-2.70801739610221,-3.131876651669567,3.4579506213980776e-05,0.4189460445686456
42,42.0,-2.70802395710221,-3.2036382941252897,3.3880858312669976e-05,0.21126349950100876
43,43.0,-2.70801739610221,-3.106613275336986,3.457950621397303e-05,0.3666497671063274
44,44.0,-2.70801739610221,-3.0501102188909193,3.457950621396718e-05,0.28569083002089973
