,Generation,Avg_Maximum_Fitness,Avg_Mean_Fitness,Avg_Maximum_Std,Avg_Mean_Std
0,0.0,32.23166954178306,4.060111662511441,19.180691315602616,3.7513975152172137
1,1.0,53.60260853071035,4.7302680308151945,19.96835972242007,2.938673177287848
2,2.0,51.76821996515535,5.659388736410713,18.56897489393466,3.021117827926445
3,3.0,46.43568003152868,5.078347473355142,16.782197699583392,2.5550342816959457
4,4.0,51.8559396715922,5.639569887048532,17.44809016361659,3.6456579174564063
5,5.0,49.096846030357355,5.620761489647286,17.13978768800313,2.77239236914304
6,6.0,45.46921898563731,4.655739791524159,17.489208916353157,2.6772662984025257
7,7.0,52.83732649450991,4.458762517708221,24.66979704309164,3.2052582413156867
8,8.0,43.786788035750895,4.379615791886108,19.023018132327046,3.648843643147271
9,9.0,44.79251176898977,4.608458991415511,18.798326577307378,3.4171594291264844
10,10.0,47.309294240032315,5.214055656173872,14.316406442947027,3.2337590333438024
11,11.0,59.011477978151206,5.936434538140643,16.965393063218006,3.272222176781949
12,12.0,36.01132072522027,4.400418542949664,14.512514114819401,2.837509792995246
13,13.0,50.12844035563889,4.8621137087051505,17.804682867734368,3.170641540703898
14,14.0,46.50223320863876,5.106196063580727,16.754299634523825,2.645427193565468
15,15.0,48.41307040769318,5.6199492026895905,17.90103592083747,2.951918758917612
16,16.0,45.02178466627843,6.1649433569725,20.340508394488452,4.582745633850804
17,17.0,49.75568020319402,10.21350951167136,16.190094329151307,10.070982753178052
18,18.0,54.549986118227636,13.269858899722953,15.355764373257937,9.329280154722653
19,19.0,41.77509004275057,12.749756958055404,24.15810123238405,9.76114631980715
20,20.0,57.02675467395343,15.016387746416731,19.47604378406816,7.961913673070996
21,21.0,61.46261528265749,22.127881621900592,16.443906585666884,11.399644085405857
22,22.0,65.1288295172881,24.970193866187337,13.622484587414808,10.731140827880518
23,23.0,70.63592575941883,25.715475486147472,11.578832858298547,9.697771532305046
24,24.0,69.97788801681791,33.171406240057664,9.722648621747041,12.098886453695302
25,25.0,66.738740306773,36.490358718139625,15.387574117480762,11.655212037253838
26,26.0,72.83237893273778,35.734086916489304,12.933101878516897,10.205909009585143
27,27.0,70.54622430582688,36.02020989780256,10.055443864941386,11.969185100304061
28,28.0,76.2150371027394,36.52660284715705,9.741131468977585,8.707293427017861
29,29.0,76.9750104385349,43.56138789974425,13.055329831440028,10.553849612958702
30,30.0,74.08887662364985,42.6754360196002,15.549489450099822,9.77398447161043
31,31.0,80.32134476209764,37.64423204409138,9.040885290624619,9.634653852756774
32,32.0,79.02599676125577,44.420480422648964,11.884390493643227,12.469233322507456
33,33.0,77.2972514089954,43.018582737728714,10.02285455643892,9.637552013225424
34,34.0,79.11975732930422,43.77112399096339,11.250982856136323,12.472630859493012
35,35.0,76.86870303366939,45.90677262120924,12.768601578606729,12.693705422590218
36,36.0,82.02888008538987,47.03749357325077,8.467676016477744,9.580298478816108
37,37.0,80.69403277709714,46.945480620491125,9.214514456693767,8.705349591476313
38,38.0,80.97466948795454,45.53420824484564,10.411976372289525,10.328184934823733
39,39.0,81.98699362805641,49.07901612480002,8.245961394438986,6.146046722017002
40,40.0,81.01105454752653,42.59081836995578,9.481172357135321,7.6723851123228775
41,41.0,82.8070057889615,44.751675550600766,8.662368873165047,7.540150523993915
42,42.0,76.7553228835174,43.611915528481376,9.357552094133224,9.431891688324635
43,43.0,79.85788217092235,47.9651099533845,9.263013535885289,7.879930385064514
44,44.0,80.77169560201878,47.98457602565675,9.983797916150339,11.145806131785562
