gen,best,mean,std
0,-2.772588722239781,-4.3809127015764435,1.187999766380041
1,-2.70805020110221,-4.170644094591768,1.2584168586844349
2,-2.70805020110221,-4.471588077548427,1.281586683564115
3,-2.70805020110221,-4.384343598669323,1.209723912225439
4,-2.70805020110221,-4.439518255001488,1.261363455875897
5,-2.70805020110221,-4.289523917118936,1.2831185887941057
6,-2.70798459110221,-4.438009517002116,1.3516841017773986
7,-2.70805020110221,-4.42324350320604,1.2683787446669215
8,-2.70798459110221,-4.334557028340305,1.2749521147184701
9,-2.70805020110221,-4.268380762754298,1.2474775250782144
10,-2.70798459110221,-4.275261648758426,1.344146068157064
11,-2.70805020110221,-4.303944585502292,1.373557498973101
12,-2.70798459110221,-4.272804145593804,1.2509253146959565
13,-2.70805020110221,-4.3272058860702405,1.3155467949329476
14,-2.70805020110221,-4.287458929478304,1.2780244280879485
15,-2.70798459110221,-4.180935821140934,1.3103406114428768
16,-2.70805020110221,-4.243511637497838,1.3319405536163271
17,-2.70805020110221,-4.304951824705972,1.1877352128465297
18,-2.70805020110221,-4.242680949796147,1.2737858682856804
19,-2.70805020110221,-3.476272198794045,1.133798720386224
20,-2.70805020110221,-3.599184342515212,1.116922282174799
21,-2.70805020110221,-3.6126376918272256,1.1382661413436679
22,-2.70805020110221,-3.2557152084118335,1.0753369134890387
23,-2.70805020110221,-3.129807919924137,0.937081624628227
24,-2.70805020110221,-3.0703521880613023,0.8772605445073551
25,-2.70805020110221,-3.36838167202786,0.9559349445866424
26,-2.70805020110221,-3.1569099263601004,0.6568890821275376
27,-2.70805020110221,-3.1745517572177184,0.9537401102167101
28,-2.70798459110221,-3.2080086435244546,0.9751869151508711
29,-2.70798459110221,-3.066040440622823,0.7443476534121192
30,-2.70798459110221,-3.3926952436866324,1.1391921022392164
31,-2.70798459110221,-3.0119749491121106,0.8298669798258572
32,-2.70798459110221,-3.3526430732650665,1.2898458914167021
33,-2.70798459110221,-3.3818175547957594,1.3227388176055401
34,-2.70798459110221,-2.8389304030984523,0.3529200839392515
35,-2.70798459110221,-2.749315039642789,0.09021225369808372
36,-2.70798459110221,-2.900606542814953,0.5776908954694062
37,-2.70798459110221,-2.70803051810221,3.0066279134627833e-05
38,-2.70798459110221,-2.7205533933976107,0.037553325801733616
39,-2.70798459110221,-3.0335965543538337,0.9766609299507615
40,-2.70798459110221,-2.7205533933976107,0.03753145198376034
41,-2.70798459110221,-2.8312077039394237,0.27411945150345074
42,-2.70805020110221,-3.3917196188388545,1.2092082791975027
43,-2.70798459110221,-2.826414088803052,0.355135404045286
44,-2.70798459110221,-2.9126209054385557,0.613755853554543
