,Generation,Avg_Maximum_Fitness,Avg_Mean_Fitness,Avg_Maximum_Std,Avg_Mean_Std
0,0.0,63.48010789012828,6.682571001282048,27.1517171564929,6.060922646750207
1,1.0,60.76822042440451,3.872530925450229,25.07228073775906,3.1072053922690794
2,2.0,64.10095208863869,4.09658335217586,20.893251166057986,2.769746817185649
3,3.0,67.11595473064327,3.852329372772485,20.309906937306124,2.806081741651479
4,4.0,69.99794886692133,4.871127813111571,21.536219860571798,3.382519381751285
5,5.0,66.95947011968062,4.689186759808432,22.343553003814545,3.0754848534296064
6,6.0,64.18460391488848,4.458829213659384,23.518131158272716,3.3866606075365646
7,7.0,63.02128295253501,4.821046865404847,24.442868933023878,3.7605591845487716
8,8.0,73.10013336719945,4.455368902362899,18.627566287145285,2.4549209708094653
9,9.0,64.93580861361727,4.6235078276797195,20.106728880645743,3.2996476501242658
10,10.0,59.595139506855546,4.254756131358299,24.536799133572025,4.05982134610027
11,11.0,59.86953632382669,3.8846761866689326,21.777890485220336,2.6456920519321234
12,12.0,60.87032151895808,4.618005745970441,21.89315740321387,3.001791055454121
13,13.0,66.90994842673418,4.178203048185776,23.30901914564423,3.669128734964225
14,14.0,64.73764128122131,3.9008339760605137,19.635825981803677,2.7602731898840007
15,15.0,56.78789187733355,3.724218767510328,23.162678815874703,2.515222425048821
16,16.0,60.963666959681824,5.21754275306373,24.293509624503724,4.412914650179481
17,17.0,65.30053283949938,9.799157566930436,22.44280614900635,6.994529498780944
18,18.0,77.15384881102338,18.25678766313357,17.014642100625014,12.08703936823234
19,19.0,75.55683916122823,22.799113406266518,21.287454337993612,15.793699697599397
20,20.0,76.6921013418167,25.849293478352763,21.12149472500806,14.18737410902602
21,21.0,87.35348664806502,29.563211829117755,5.087978938037182,12.668062816377597
22,22.0,84.92467526340926,35.075006642570614,6.0093257246051035,10.16845273583364
23,23.0,82.7249491209916,32.508549832328654,13.335252955931985,13.374594454185024
24,24.0,87.51567993510368,40.93287393812122,5.342980624472833,15.416318558424784
25,25.0,87.82215762828721,41.970416579751024,4.99578056478684,13.982550839280906
26,26.0,83.89463211717751,40.91319503550177,8.998295294700661,13.466981312690837
27,27.0,85.79994514657616,38.04864657363824,7.660779808172875,9.880658566360573
28,28.0,88.12575869901295,35.22096932111415,2.784595334952279,13.783035393377787
29,29.0,86.31208232963523,33.95386650938731,8.738797587665303,11.589719426650502
30,30.0,87.5432364706572,40.57384604248378,5.101174014053374,9.566674631932166
31,31.0,88.74292217485038,42.10314287047463,2.01955117877625,9.352123214808184
32,32.0,89.4050043448429,47.64036476903429,1.8393198968844007,7.546680133604336
33,33.0,88.25743305828368,42.20125220352857,5.028900587691475,10.79125720177836
34,34.0,88.33447173810632,43.57044144898178,5.232008054393954,12.986383584359688
35,35.0,87.7575713964613,43.860955246729716,4.988489449816839,13.220120385761724
36,36.0,90.35407373641414,45.58582590683049,1.0560937248958893,6.197341147818575
37,37.0,89.35384889944989,42.403400400855084,1.6086186908647242,9.791155834647038
38,38.0,89.14758340585175,52.51134085725944,1.7782794542065066,14.888610218733637
39,39.0,89.77559119233663,53.77182570993337,1.468479046056298,11.174779789521137
40,40.0,89.72191298788852,51.93711486607905,1.5710344098187219,11.179075636352769
41,41.0,89.56118437696645,50.47036316916213,1.6148483749283438,12.760040547981367
42,42.0,89.56971456909207,46.66374727561767,1.8853244183095343,10.394158559584481
43,43.0,89.38922005695078,47.7314701650577,1.9512080421459683,14.63440525513431
44,44.0,89.80762846114752,49.75726407857836,1.8232416182895492,15.12771274426838
