gen,best,mean,std
0, -4.927054821401819, -5.288174060955832, 0.1681688623582668
1, -4.930137114414433, -5.394215567652443, 0.8517961296758003
2, -4.927926358278493, -5.314013419867275, 0.20946175836114406
3, -4.968091780618513, -5.322498504172468, 0.2842586796500299
4, -4.960700303025147, -5.317963516283261, 0.28387919746990553
5, -4.927925146338328, -5.309699523803081, 0.28741495470079703
6, -4.927054821401819, -5.272649983898704, 0.24953181087876428
7, -4.927054821401819, -5.267015670906898, 0.20045541490074378
8, -4.960700303025147, -5.336624615042473, 0.3019232769409119
9, -4.976273196361204, -5.313097053077408, 0.3010697574818821
10, -1.6785209571468336, -5.661083063666412, 1.8576264496824493
11, -4.927054821401819, -5.8285473979045666, 1.5917724687380796
12, -2.0529156723545157, -5.763347060239588, 2.020267026976182
13, -3.270481976064527, -6.137781297394516, 2.3963815718382397
14, -4.9333883893447075, -5.788616417816783, 1.7411961307541914
15, -4.971728891376049, -5.329343970563764, 0.2426434732763378
16, -4.969421676846659, -5.411428682103905, 1.3289589707560883
17, -4.972835373183564, -5.638743939098681, 1.5951850798490175
18, -4.942158313232941, -5.258960402707184, 0.15747707231928898
19, -4.942158313232941, -5.317791700134556, 0.24982622478254107
20, -4.931057773756379, -5.588087268542511, 1.5869002037505218
21, -2.0691913409029574, -5.729541830937239, 2.0581280714365016
22, -4.9652409037429885, -5.611925413359655, 1.0932803631915775
23, -4.9374522299653005, -5.662149595641264, 1.3561035547803233
24, -4.971728891376049, -5.525657676217492, 1.21532311452262
25, -1.7765919135873922, -5.3468637311854, 1.0303072057191265
26, -4.518164528744606, -6.218382295746746, 2.3513710590645776
27, -1.7582702879160124, -5.641189956048601, 1.3639980629000796
28, -2.048331417253223, -6.517263664632331, 3.1174090412075883
29, -1.7845365127117958, -5.905879351303723, 1.8741554203575062
30, -1.66166374674755, -5.761568734185384, 1.7392588827602453
31, -1.9366935554777562, -6.634648845693311, 3.184592263657377
32, -3.0144358651022287, -5.4994849669563575, 1.418294759369137
33, -1.7845365127117958, -5.540905186811393, 1.0475559193847594
34, 7.599165782219444, -5.242903973697285, 1.7279835027148867
35, 7.420458993337462, -5.405483611177086, 2.4524421377103116
36, 14.494192929830831, -4.642212388755629, 4.178696142529358
37, 7.481234488156176, -5.140308726084393, 3.395944005879937
38, 14.475357565262279, -3.493390861214058, 5.022577642361878
39, 14.40813987546526, -4.307613672487273, 4.94939292798614
40, 7.604419384059106, -5.438542203535069, 3.675701797253923
41, 14.542380272295546, -4.140714045184516, 3.763011283949234
42, 7.46543605553164, -4.887422829474893, 3.2673388409428363
43, 14.470195393284243, -5.337324544820186, 3.4519947864381035
44, 14.554934391416417, -4.77449807842016, 4.164760084143278
45, 14.549114655423338, -4.693919369134089, 4.325062807836355
46, 14.557378917567867, -4.743890889036646, 4.43720646387271
47, 5.5635162645186815, -5.229692315378831, 3.779240942472368
48, 3.2107838530420336, -5.066059132353132, 2.791882739988661
49, 4.438227561304831, -4.534776728361437, 3.5024641425854828
