gen,best,mean,std
0, -5.61150999602813, -5.781778949471745, 0.11925081122068498
1, -5.611908223152973, -5.775220573165386, 0.1271383294339854
2, -5.629983575622408, -5.781913313993025, 0.11229853231965532
3, -5.632551463174932, -5.825647440761027, 0.20241811913120422
4, -5.621777248293481, -5.811578725203633, 0.18036494329270825
5, 15.37279084172431, -5.228785067615503, 3.034564793316834
6, 15.666931145775642, -3.635498921806645, 5.043710384338496
7, 15.537519165788076, 3.551999611333586, 7.029124053249557
8, 15.472481257266352, 1.6451626016043157, 7.53101319257227
9, 15.482416585916255, 2.8198249938189304, 6.946967803305926
10, 15.376307092367718, 3.6441048961312696, 6.671577520093005
11, 15.506209162945709, 2.5431463138558588, 7.645992543319796
12, 15.502201019708579, 3.625457783537766, 7.301003176873089
13, 15.546513315039213, 3.9229620491866823, 6.787986853847864
14, 15.66704836974409, 3.3112500672559384, 7.126641227740616
15, 15.667087626745953, 3.9927923969101444, 6.938219726292298
16, 15.479246666837941, 0.8942173068077425, 7.272994985713463
17, 15.472142133135367, 1.888608308703527, 7.037420254516482
18, 15.47911975183315, 3.626294701569342, 6.453955062239196
19, 15.521399077058533, 2.9568334421013613, 7.107630644320445
20, 15.495228498790588, 3.1815997015705597, 6.593522788543974
21, 15.66704836974409, 4.3054212561478264, 6.340806324087873
22, 15.52771321140252, 3.3344973451651647, 7.539068482835369
23, 15.561394441105499, 4.8321792716239225, 6.548873468234641
24, 15.510749435663882, 3.4367130418916205, 7.025972507676911
25, 15.666801855133112, 4.322754391702375, 7.1295968530660785
26, 15.555481211316526, 4.0231832331459625, 6.223687761035584
27, 15.51761812077644, 5.389899853288111, 6.828752125951085
28, 15.674055746632245, 5.412064073952014, 6.843800689134069
29, 15.510223971702061, 5.1223220406049546, 6.290970936733163
30, 15.544431033668907, 4.350573030782362, 6.736009563869262
31, 15.515567854784294, 5.930239449024777, 6.307656548162921
32, 15.574715467286701, 4.741823190812762, 6.609904181831815
33, 15.546221247909209, 5.498918998535625, 6.496320911787874
34, 15.56271158721205, 4.748481952521073, 6.645084268653252
35, 15.442929762855094, 3.3079934699590554, 6.862219762596578
36, 15.505641498206643, 3.0294554791850414, 7.274114000205906
37, 15.66703530436638, 2.1918509658208625, 7.518370234655699
38, 15.509380533894358, 3.0578118895448063, 8.02969931158192
39, 15.491592738944753, 3.7756089847276044, 7.417421063020117
40, 15.456955478446204, 3.987081600988765, 7.456958685177058
41, 15.54705605377194, 4.4650833822435505, 7.592350022052107
42, 15.512845552280105, 4.456066835014378, 7.787273993010722
43, 15.436524736936214, 3.9356743582542535, 6.064628020995408
44, 15.666892252945445, 4.432438369179818, 6.929918115213292
45, 15.553187297402637, 4.640295116434159, 6.759174325295111
46, 15.545200649701606, 5.048777452625254, 6.706144552283778
47, 19.063410449613833, 4.998951284378622, 6.965672292397172
48, 21.261208982177564, 5.774170824277563, 8.965067917540663
49, 21.23527580245137, 5.898135031576334, 9.062630491349827
