gen,best,mean,std
0, -1.1077552789821041, -3.5017552789821096, 1.0409870316195131
1, -1.2277552789821042, -3.6097552789821092, 1.197311989416295
2, 1.4122447210178795, -3.4627552789821094, 1.3996696038708587
3, 5.67224472101789, -2.9293686344732692, 1.8988242492219225
4, 91.07790720182987, 2.7092224642292315, 19.96623935414546
5, 93.44814186652394, 20.92810855578208, 36.23557586791347
6, 94.38772657195337, 59.99810761701544, 39.13163155694519
7, 94.38772657195337, 70.19028560505592, 34.795994519803884
8, 93.93679627126203, 61.30216840064325, 41.17516779649487
9, 94.38772657195337, 61.3168577536761, 40.860593847871385
10, 94.38772657195337, 66.44308379998799, 39.69343676628807
11, 94.38772657195337, 64.90860217609419, 39.40091994297523
12, 94.38772657195337, 70.79076665420433, 35.70316350000736
13, 94.38772657195337, 71.71441175767593, 36.91727344745956
14, 94.38772657195337, 70.2263385553207, 37.616427203478764
15, 94.38772657195337, 64.83069459075988, 41.632644159963775
16, 94.38772657195337, 67.35922060548576, 39.996761971110416
17, 94.38772657195337, 58.36065390399042, 41.707031749157956
18, 94.38772657195337, 74.07017870069136, 35.178995709261166
19, 94.38772657195337, 74.92920414346804, 34.04257782602075
20, 94.38772657195337, 75.89963087676281, 33.63849669336784
21, 94.38772657195337, 63.539639576384516, 40.98157532814357
22, 94.38772657195337, 76.99277345516103, 34.01930815824498
23, 94.38772657195337, 70.64108879626666, 37.52829687218823
24, 94.38772657195337, 77.08087666043455, 33.42174610082902
25, 94.38772657195337, 66.10564996481253, 39.55695082154935
26, 94.38772657195337, 73.38732121930211, 33.474493937223635
27, 94.42784596782224, 70.58929215149757, 35.788279249804646
28, 94.38772657195337, 74.5546543368819, 34.15856273506592
29, 94.38772657195337, 69.48718890404234, 37.379064912864145
30, 94.38772657195337, 72.0596867038851, 35.36099626140056
31, 94.38772657195337, 82.94924495528942, 25.288904028628675
32, 94.38772657195337, 74.08330328397176, 35.036183967778186
33, 94.38772657195337, 73.06678772098212, 34.363249090951776
34, 94.38772657195337, 75.33603084712057, 32.94532994776572
35, 94.38772657195337, 79.30080162324816, 29.667122628170908
36, 94.38772657195337, 76.29929883683909, 31.521521148125924
37, 94.38772657195337, 81.55123637634765, 25.999876738962605
38, 94.38772657195337, 73.89948259569589, 33.78912019606479
39, 94.38772657195337, 70.8803307502217, 37.10150073122764
40, 94.38772657195337, 70.32772261322009, 37.17239121413286
41, 94.38772657195337, 78.02895389299317, 29.535080868447015
42, 94.38772657195337, 75.07381354214911, 32.71932971405077
43, 94.38772657195337, 77.80011433451462, 31.10828330315132
44, 94.38772657195337, 81.13429736153695, 27.015233082340405
45, 94.38772657195337, 82.03864527696729, 26.51824132877489
46, 94.38772657195337, 72.87068901621839, 36.279529807192354
47, 94.38772657195337, 80.40367583182447, 30.12257791676988
48, 94.38772657195337, 80.83080616566512, 27.683875910771828
49, 94.38772657195337, 81.98677143533739, 26.30008346410034
