gen,best,mean,std
0, -5.187385805840755, -5.2384207858724965, 0.04500862177637804
1, -5.187385805840755, -5.242725151372518, 0.13540748075925038
2, -5.187385805840755, -5.246026940772726, 0.11329435149060803
3, -2.842506399506957, -5.241433169937984, 0.3384554742195935
4, -2.842506399506957, -5.0667697710474755, 0.6410034768006543
5, 76.91419251771141, -3.7614302904025907, 9.127277699628038
6, 76.91419251771141, -0.9876365033010146, 15.153290828774557
7, 76.91419251771141, 6.746479161101564, 27.748431352155727
8, 76.91419251771141, 26.63410017334051, 39.38256140181547
9, 77.758052828942, 36.56077125115961, 40.29495535790439
10, 77.75506329009363, 38.59840922958661, 40.33429152122468
11, 77.75506329009363, 41.70495437530066, 40.047109133511256
12, 77.758052828942, 40.669935360008324, 40.2335344234082
13, 77.758052828942, 43.80183619892551, 39.69065269621463
14, 77.758052828942, 39.77079120146675, 40.418102581121424
15, 77.76105133193826, 41.65530902696996, 39.80648965426127
16, 77.75506329009363, 50.70448868395569, 37.3479612668843
17, 77.77923365102144, 56.09967360506795, 34.730167890308955
18, 77.78536863958897, 55.395660635519405, 34.7814676005055
19, 77.75506329009363, 53.674399145269966, 35.988968570976866
20, 77.75506329009363, 48.244122968889926, 38.201206287552615
21, 77.75506329009363, 45.977632132264155, 38.99309163481919
22, 77.75506329009363, 45.978524219695885, 39.00410419119571
23, 77.75506329009363, 42.85854881334738, 39.50843430481943
24, 77.75506329009363, 44.618373420294446, 39.093287577518865
25, 77.75506329009363, 52.962888828489895, 36.09321112993548
26, 77.75506329009363, 48.1677346280591, 38.20171351153481
27, 77.75506329009363, 42.015031986127255, 39.77407291273312
28, 77.75506329009363, 47.21086143615101, 38.55946247103751
29, 77.75506329009363, 44.94037361531086, 39.16851010783465
30, 77.75506329009363, 40.85850657757857, 39.8982730620069
31, 77.758052828942, 42.253105762675276, 39.71262733861325
32, 77.75506329009363, 51.150584568288835, 37.22603808354683
33, 77.75506329009363, 45.204335601694865, 38.936423222766614
34, 77.758052828942, 48.10695678013974, 38.2265010968139
35, 77.758052828942, 49.7446527971653, 37.83979969976473
36, 77.75506329009363, 38.88853009280278, 40.11311448288059
37, 77.75506329009363, 60.1354550869975, 32.18856605424707
38, 77.75506329009363, 61.12022487205404, 31.0255365964529
39, 77.75506329009363, 56.0186706646236, 34.89707937370211
40, 77.75506329009363, 49.76324484871293, 37.62336854550098
41, 77.75506329009363, 60.14018582082265, 32.1322771355849
42, 77.75506329009363, 51.12722810704031, 37.321688549335256
43, 77.758052828942, 53.122539352323166, 36.268791190107116
44, 77.75506329009363, 51.88552369193972, 36.87046167576022
45, 77.75506329009363, 42.0558672619108, 40.12284584826326
46, 77.75506329009363, 49.09824621034827, 38.22251413437563
47, 77.75506329009363, 42.44410032683622, 39.807236274613885
48, 77.75506329009363, 50.91233697895549, 37.56381649414555
49, 77.75506329009363, 48.46819635270937, 38.13408187063819
