gen,best,mean,std
0,12.53616819497439,0.5564518286097913,5.354837578158692
1,84.07322527308771,7.17065329339311,20.694274622220842
2,84.07322527308771,11.625139913021926,21.701930966757327
3,39.51936107665801,6.795462558630563,14.961059490556194
4,84.07322527308771,9.390393802927687,21.964357640422083
5,38.573511542542306,4.395668357336954,12.30292488244027
6,38.573511542542306,5.831161182548192,12.519422465224837
7,84.07322527308771,6.814662691452098,19.67448863552455
8,30.299556426609314,3.0674314128458695,9.740665660463929
9,21.515203066509343,2.3412886161138693,8.70944921438574
10,30.27968822339259,7.0214825708657695,12.208682613063841
11,84.07322527308771,10.299107638186088,21.938563598897062
12,39.51936107665801,5.094973801349175,10.619399390945027
13,38.573511542542306,5.034171570174767,10.884069752883137
14,30.27968822339259,5.104280887214702,11.067271020439517
15,30.299556426609314,5.817204818743991,10.498811285239096
16,29.993646840398267,5.604574721157184,10.245972616034797
17,39.15356122494227,9.431847666433782,14.637188128235913
18,39.15356122494227,9.94165427214067,15.804798082439982
19,12.53616819497439,3.7586616255021292,6.555728716661238
20,29.748096116834112,7.877262485046759,12.097453919431194
21,66.18586946817493,22.266974946112654,22.577577069909292
22,66.23167900420623,24.199576511614403,24.381118008218692
23,66.89405452609942,27.88134771726626,16.75676371559699
24,66.89405452609942,45.00079363721734,16.22372104783538
25,66.58389959779558,38.942520884190294,18.710086483315894
26,90.88326625757945,46.57528355316279,22.02680797803336
27,57.03899466037673,26.88818993530134,17.520711014036706
28,66.1710543823898,37.91742079484029,16.715104718528508
29,74.78339389891514,38.19530402464618,26.41212240799115
30,66.45092391510478,44.8503847737657,18.111796226405982
31,66.47057091248858,55.51196344713354,13.764244544703056
32,66.47454706086822,49.35854458538215,17.17347178036628
33,66.61550493721091,47.42000289507195,20.334932576188802
34,75.22855887686998,41.44983969948687,22.871621455155
35,66.20090734553948,42.12411490275501,14.958028584441355
36,66.47454706086822,46.584679907606926,20.585647945099776
37,75.18586946817493,46.75689129584737,20.309970982309117
38,66.28626719449063,30.125451036221598,25.6109707984393
39,66.28957298262513,48.42685150786607,23.193434366976163
40,66.26990021702643,34.03597587492286,27.617697840576906
41,71.2522447210179,48.811909500658906,17.410997969764367
42,66.28626719449063,36.85100538371686,27.532464299391503
43,66.28957298262513,39.54079368749619,26.082321909160846
44,66.7959933129232,53.834103494197834,19.13341006596402
