fitness,player_health,enemy_health,time
89.55616819497443,50.20000000000031,0,236
89.50521039683078,51.40000000000031,0,280
48.05196501081935,0,40.0,383
48.05196501081935,0,40.0,383
89.50521039683078,51.40000000000031,0,280
